,0,1,2,3,4,5,6,7
70,375,Administrative Entlastung für Unternehmen,Bundesgasse 3 3003 Bern,Di 29.05.2007 13:00 - 17:30,Internationale Konferenz zur Messung der administrativen Belastung (Standard-Kosten-Modell),"Rita Baldegger, Leiterin Kommunikation SECO, Tel. 031 323 37 90",Staatssekretariat für Wirtschaft,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-375.html
71,378,Einführungskurs in die Raumplanung (2. Teil),Zofingen AG,Do 15.03.2007,"3-tägiger Kurs (jeweils 8., 15. und 22.3.2007). Dieser Kurs ist an Personen gerichtet, die mit Raumplanungsfragen zu tun haben, mit ihrem Tätigkeitsgebiet aber noch wenig vertraut sind. Geeignet ist er auch für neu gewählte Gemeinderatsmitglieder oder Mitglieder von Bau- und Planungskommissionen.",Schweizerische Vereinigung für Landesplanung VLP-ASPAN,Bundesamt für Raumentwicklung (ARE),https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-378.html
72,380,Gesundheitspolitik,Hotel Bern Bern,Mo 23.04.2007 10:30,Medienkonferenz,"Ewald Ackermann, SGB, Tel. 031 377 01 09",SGB/VPOD/SBK,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-380.html
73,381,Temporärarbeit / 1. Mai,Hotel Bern Bern,Do 26.04.2007 09:00,Medienkonferenz,"Ewald Ackermann, SGB, Tel. 031 377 01 09",Schweizerischer Gewerkschaftsbund SGB,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-381.html
74,384,Steuerpolitik,Medienzentrum 3003 Bern,Do 29.03.2007 09:15,Medienkonferenz,Jean-Yves Gentil 031 329 69 86 / Claudine Godat 079 789 04 89,SP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-384.html
75,385,Esempi e nuovi modelli operativi,Trevano,Di 27.03.2007,"tel. +41 (0)91 935 13 91, fax +41 (0)91 935 13 99, aspan@bluewin.ch",ASPAN-Ticino,Links   Aspan Sezione Ticino,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-385.html
76,387,"Uebergabe Petition ""DJ Bobo""",Medienzentrum Bern,Di 27.03.2007 14:15 - 14:30,Medienkonferenz,"NR Christian Waber, EDU, Tel. 079 411 00 30",EDU,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-387.html
77,388,Europapolitische Standortbestimmung der Kantone,Medienzentrum Bern,Di 10.04.2007 15:00 - 16:00,Medienkonferenz,"Roland Mayer, Bereichsleiter Aussenpolitik KdK, Tel. 031 320 30 12",Konferenz der Kantonsregierungen (KdK),https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-388.html
78,389,"Steuern: Einfach, transparent und gerecht!",Medienzentrum Bern,Do 12.04.2007 14:00,Medienkonferenz,"Christian Weber, Pressechef FDP Schweiz, 031 320 35 35",FDP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-389.html
79,391,Nein zur 5. IV-Revision,Hotel Bern Bern,Fr 13.04.2007 10:30,Medienkonferenz,"Hubert Zurkinden, Generalsekretär Grüne - Les Verts, 031 312 66 60",Komitee gegen die 5. IV-Revision,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-391.html
80,392,Dialog Zweitwohnungen,"Hotel Lenzerhorn, Lenzerheide",Di 03.04.2007 08:30,In touristischen Gemeinden in Graubünden beträgt der Zweitwohnungsanteil 60 - 75 % am Gesamtwohnungsbestand. Der unkontrollierte Zweitwohnungsbau ist nicht nachhaltig. Wo liegt aber die Grenze der Ausgewogenheit? Was ist der richtige Weg der Tourismusdestinationen?,"Bündner Vereinigung für Raumentwicklung, Geschäftsstelle, Christoph Zindel, Geschäftsführer, Tel. +41 (0)81 252 92 88, Fax +41 (0)81 252 93 05, info@bvr.ch",Bündner Vereinigung für Raumentwicklung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-392.html
81,395,Die Umsetzung des neuen Altlastenrechts,"Lake Side, Bellerivestrasse 170 8008 Zürich",Fr 20.04.2007 13:00 - 17:30,"Die revidierten Bestimmungen des Umweltschutzgesetzes über die Sanierung belasteter Standorte sind seit dem 1. November 2006 in Kraft. Mehr als sieben Jahre wurde diese Neuregelung des Altlastenrechts intensiv diskutiert. Nun, ein halbes Jahr nach ihrem Inkrafttreten, widmet sich diese VUR-Tagung der Umsetzung des neuen Rechts. Was bringt es? Wo liegen allfällige Probleme? Oder werden durch die Revision gar mehr Fragen aufgeworfen als geklärt? Anmeldeschluss: 10. April 2007","Tel. +41 (0)44 241 76 91, Fax +41 (0)44 241 79 05, info@vur-ade.ch",Vereinigung für Umweltrecht (VUR),https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-395.html
82,396,Fachtagung Suisse Eole 2007: Windwärts! Aufbruch der Schweizer Windenergie,Tagungszentrum Gurten - Park im Grünen Bern,Fr 20.04.2007 10:00 - 17:00,Chancen sehen - Potenziale nutzen; Trends erkennen - Sicherheit gewinnen; Meinung bilden - Kontakte knüpfen,"Tel. +41 (0)61 333 23 00/02, Fax +41 (0)61 333 23 04, wind@ideja.ch",Vereinigung zur Förderung der Windenergie in der Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-396.html
83,397,1. Nationaler «Salon de la Mobilité» (26. - 27.4.2007),Hafen von Neuchâtel / Port de Neuchâtel Neuchâtel,Do 26.04.2007 09:30,"Unter dem Motto ""Innovationen mit Wirkung"" zeigen Akteure aus Gemeinden und Unternehmen Zukunftsweisende Lösungsansätze und interessante Produkte für eine integrale Mobilität. Anmeldeschluss: 16.04.2007","Tel. +41 (0)33 334 00 25, m.tschannen@rundum-mobil.ch",EnergieSchweiz für Gemeinden,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-397.html
84,409,Wahlen 2007,Medienzentrum Bern,Do 05.04.2007 10:00,Medienkonferenz,"Roman Jäggi, Pressesprecher SVP",SVP,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-409.html
85,418,Familien in Übergängen - Forum Familienfragen 2007,Kornhausstrasse 3 3013 Bern,Di 26.06.2007 09:00 - 16:30,"Familien erleben vielfältige Übergänge. Die einen - wie der Schuleintritt oder der Einstieg ins Erwerbsleben - ergeben sich aus der Entwicklung und dem Älterwerden der Kinder. Die anderen werden durch Ereignisse wie die Trennung der Eltern oder eine Kindesschutzmassnahme ausgelöst. Übergänge in Familien erfordern Anpassungen im Alltag und führen unter Umständen zu einschneidenden Veränderungen. Deren Bewältigung hängt von äusseren Rahmenbedingungen wie Gesetzen, dem Bildungssystem oder Unterstützungsangeboten für Familien ab. Die Wertvorstellungen, Erfahrungen und Ressourcen der einzelnen Familienmitglieder spielen ebenfalls eine wesentliche Rolle. Die Eidg. Koordinationskommission für Familienfragen EKFF wirft unter diesem thematischen Gesichtspunkt einen Blick auf die Resultate und Empfehlungen ausgewählter Forschungsprojekte des Nationalen Forschungsprogramms «Kindheit, Jugend und Generationenbeziehungen im gesellschaftlichen Wandel» (NFP 52). Die Leitungsgruppe des NFP 52 präsentiert am Forum Familienfragen erstmals ihre politische Agenda.","Sekretariat EKFF; Bundesamt für Sozialversicherungen; Effingerstrasse 20; 3003 Bern; Tel. 031 324 06 56, Fax 031 324 06 75",Kommissionen des EDI,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-418.html
86,419,"Kampagne ""Young Commitment""",Medienzentrum Bern,Di 10.04.2007 10:00 - 12:00,"Die Kampagne ""Young Commitment"" will Jugendliche zum Wählen motivieren und steht unter der Schirmherrschaft von Bundeskanzlerin Annemarie Huber-Hotz","Daniela Zügel, Tel. 031 324 03 89, mailto:daniela.zuegel@forumalpinum.ch",Young Commitment,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-419.html
87,420,Kampagne zur Erhöhung der Entwicklungshilfe,Hotel Kreuz Bern,Do 31.05.2007 10:15,Medienkonferenz,"Allicance Sud: Pepo Hofstetter, Tel. 031 390 93 34, oder Kathrin Spichiger, Tel. 031 390 93 30",Alliance Sud und weitere Organisationen,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-420.html
88,422,Landwirtschaft: Das will die Bevölkerung,"Hotel Bern, Zeughausgasse 9 3011 Bern",Fr 04.05.2007 09:00,Medienkonferenz,"Jürg Jordi, Leiter Sektion Information BLW, Tel. 031 322 81 28, mailto:juerg.jordi@blw.admin.ch",Bundesamt für Landwirtschaft,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-422.html
89,431,Register statt Formulare - Der Beitrag der Statistik zum eGovernment,Medienzentrum Bern,Di 08.05.2007 10:00 - 11:00,Medienkonferenz,"Silvia Kubli, Kommunikationschefin BFS, Tel. 032 713 61 29; Claudio Frigerio, Leiter Kommunikation BIT, Tel. 031 325 93 81",Bundesamt für Statistik (BFS) und Bundesamt für Informatik und Telekommunikation (BIT),https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-431.html
90,432,Freie Spitalwahl: Transparenz im Gesundheitswesen,Medienzentrum Bern,Mo 23.04.2007 09:30,Medienkonferenz,"Christian Weber, Presseprecher FDP Schweiz, Tel. 031 320 35 35",FDP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-432.html
91,434,Atomenergie,Medienzentrum 3003 Bern,Do 19.04.2007 13:30,Medienkonferenz,"Miriam Behrens, Grüne Partei Schweiz, Mobile 079 750 48 77",Grüne - Les Verts,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-434.html
92,435,Jahresbericht,Medienzentrum Bern,Di 22.05.2007 09:30 - 10:15,Medienkonferenz,"Eidg. Spielbankenkommission, Eigerplatz 1, 3003 Bern, Tel. 031 323 14 51",Eidgenössische Spielbankenkommission,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-435.html
93,436,Pandemie Vorbereitung,Medienzentrum Bern,Di 15.05.2007 09:15 - 10:30,Medienkonferenz,"Jean-Louis Zürcher, Kommunikation BAG, Tel. 031 324 12 95",Bundesamt für Gesundheit,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-436.html
94,438,BR Merz und Leuthard an der Frühjahrstagung des Internationalen Währungsfonds (IWF) und der Weltbankgruppe,Washington,Sa 14.04.2007,"Adresse für Rückfragen: Paul Inderbinen, Sektionsleiter IWF und internationale Finanzierungsfragen, Eidg. Finanzverwaltung, Tel. 031 322 61 66; Lukas Siegenthaler, Leiter des Ressorts Multilaterale Finanzierungsinstitutionen, Staatssekretariat für Wirtschaft, Tel. 031 324 08 19; Christina Grieder, Leiterin der Sektion Internationale Finanzinstitutionen, Direktion für Entwicklung und Zusammenarbeit, Tel. 031 322 34 89","Eidgenössisches Departement für Wirtschaft, Bildung und Forschung",Links   Pressemitteilung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-438.html
95,443,"Fachtagung ""Bienensterben - wie weiter ?""",Casino 3011 Bern,Sa 21.04.2007 10:00 - 16:30,"Der Nachmittag ist der aktuellen Frage des «Völkersterbens» gewidmet. Dieses ist ein Schreckgespenst für jeden Imker, eine Bedrohung für die gesamte Imkerei, die Honigbiene, aber auch für die Landwirtschaft und die Biodiversität. Die internationalen Experten des ZBF diskutieren am Ende der Tagung dieses sehr aktuelle Thema an einer öffentlichen Podiumsdiskussion.","Forschungsanstalt Agroscope Liebefeld-Posieux ALP; Station de recherche Agroscope Liebefeld-Posieux ALP; Reto Burkhardt, Kommunikation; Schwarzenburgstrasse 161; 3003 Bern; reto.burkhardt@alp.admin.ch; TEL: 031 323 81 94; FAX: 031 323 82 27",Bundesamt für Landwirtschaft,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-443.html
96,451,BR Merz und Leuthard an der Frühjahrstagung des Internationalen Währungsfonds (IWF) und der Weltbankgruppe,Washington,So 15.04.2007,"Adresse für Rückfragen: Paul Inderbinen, Sektionsleiter IWF und internationale Finanzierungsfragen, Eidg. Finanzverwaltung, Tel. 031 322 61 66; Lukas Siegenthaler, Leiter des Ressorts Multilaterale Finanzierungsinstitutionen, Staatssekretariat für Wirtschaft, Tel. 031 324 08 19; Christina Grieder, Leiterin der Sektion Internationale Finanzinstitutionen, Direktion für Entwicklung und Zusammenarbeit, Tel. 031 322 34 89","Eidgenössisches Departement für Wirtschaft, Bildung und Forschung",Links   Pressemitteilung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-451.html
97,454,Ja zur 5. IV-Revision,Medienzentrum Bundeshaus 3003 Bern,Di 24.04.2007 14:00 - 15:00,Medienkonferenz; Überparteiliches Komitee,Christian Weber 031 320 35 35; 079 66 777 44,Überparteiliches Komitee,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-454.html
98,455,Ankündigung,Bern,Do 28.06.2007 09:00,Veröffentlichung der Polizeilichen Kriminalitäts- und Betäubungsmittelstatistik,"Danièle Bersier, 031 323 13 10",Bundesamt für Polizei,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-455.html
99,456,9 Jahre TCS-Tunneltest in der Schweiz,"Hotel Bern, Zeughausgasse 9 3011 Bern",Do 26.04.2007 14:00,Medienkonferenz,"Stephan Müller, Mediendienst TCS, Tel. 031 380 11 44",Touring Club Schweiz TCS,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-456.html
100,464,Einladung an die Medien - Bundesrätin Leuthard besucht Agroscope,r.te de la Tioleyre 4 1725 Posieux,Di 24.04.2007 09:45 - 12:30,"Die Vorsteherin des Eidgenössischen Volkswirtschaftsdepartements, Bundesrätin Doris Leuthard, wird am 24. April 2007 in Posieux einen Standort der Agrarressortforschung besuchen. Wir laden die Medien ein, an diesem Besuch teilzunehmen: Datum: Dienstag, 24. April 2007, 9.45 bis 12.30 Uhr; Ort: Agroscope Liebefeld Posieux ALP, rte de la Tioleyre 4, 1725 Posieux, beim Pressestand; Die landwirtschaftliche Forschung Agroscope ist heute auf drei Einheiten konzentriert, nämlich Agros-cope Changins-Wädenswil ACW, Agroscope Reckenholz-Tänikon ART und Agroscope Liebefeld-Posieux ALP. Die Agrarforschung erarbeitet die wissenschaftlichen Erkenntnisse und die technischen Grundlagen für die landwirtschaftliche Praxis, Bildung und Beratung und fördert damit eine nachhaltig produzierende und wettbewerbsfähige Landwirtschaft. Programmpunkte für den Besuch von Bundesrätin Leuthard: 10 Uhr Treffen mit Kader Agroscope und Gestüt - Referate von Bundesrätin Doris Leuthard und Manfred Bötsch, Direktor Bundesamt für Landwirtschaft BLW; 11 Uhr Podiumsgespräch ""Politik, Wissenschaft und Praxis"" mit Forschern und Landwirten; Aus organisatorischen Gründen bitten wir um Anmeldung bis 21. April 2007: Bundesamt für Landwirtschaft, Sektion Information, Tel 031 322 81 28, Mail: juerg.jordi@blw.admin.ch; Freundliche Grüsse; Kommunikationsdienst EVD","Bundesamt für Landwirtschaft, Sektion Information, Tel 031 322 81 28, Mail: juerg.jordi@blw.admin.ch",Bundesamt für Landwirtschaft,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-464.html
101,465,Sachverhaltserklärung beim vertrauensärztlichen Dienst der CSS Krankenversicherung AG,Medienzentrum Bern,Fr 27.04.2007 08:30 - 09:30,Medienkonferenz,"Daniel Menna, Informationsbeauftragter EDÖB, Tel. 031 324 75 92",Eidgenössischer Datenschutz- und Öffentlichkeitsbeauftragter,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-465.html
102,466,Informationsgespräch,"UVEK, Kochergasse 10 Bern",Do 19.04.2007 11:00,"Der Bundesrat hat an seiner Sitzung vom 18. April 2007 die Leistungen der bundesnahen Betriebe Post, Swisscom und SBB beurteilt. An einem Informationsgespräch mit Medienschaffenden orientiert der Generalsekretär des Eidgenössischen Departements für Umwelt, Verkehr, Energie und Kommunikation (UVEK), Hans Werder, über den Zustand der drei Unternehmen sowie von Skyguide und skizziert deren Herausforderungen für die Zukunft.","Presse- und Informationsdienst UVEK, 031 322 55 11","Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-466.html
103,467,Start Volksinitiative Minarett-Verbot,"Hotel Kreuz, Zeughausgasse 41 3011 Bern",Do 03.05.2007 10:30,Medienkonferenz,Nationalrat Ulrich Schlüer,"Initiativkomitee, c/o NR Ulrich Schlüer",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-467.html
104,469,Medienkonferenz,Medienzentrum Bern,Di 01.05.2007 11:25 - 12:15,"Mit Bundesrat Samuel Schmid und Dr. Hans Blix, Chairman of the Weapons of Mass Destruction Commission","Kommunikation VBS, Tel. 031 324 50 58","Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-469.html
105,470,Die FDP bewegt die Schweiz: Präsentation der Wahlplattform,"Restaurant ""Zum Äusseren Stand"", Zeughausgasse Bern",Do 26.04.2007 10:15,Medienkonferenz,"Christian Weber, Pressechef FDP, Tel. 031 320 35 35",FDP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-470.html
106,471,Umweltrating.ch,Vatter Businesscenter; Bärenplatz 2 3011 Bern,Di 26.06.2007 10:00,Medienkonferenz,"Ingrid Hess, Kontaktstelle Umwelt KSU, Tel. 031 313 34 33, mailto:info@ksu-sec.ch",Kontaktstelle Umwelt KSU,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-471.html
107,491,Präsentation Aufklärungs- und Grenadierformationen der Armee,Isone TI,Do 16.08.2007,Detailierte Angaben folgen,"Felix Endrich, Informationschef Verteidigung/Armeesprecher, Tel. 031 323 21 15",Gruppe Verteidigung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-491.html
108,492,Von-Wattenwyl-Gespräche,Medienzentrum 3003 Bern,Fr 24.08.2007 14:00,Medienkonferenz,"Hansruedi Moser, Leiter Information und Kommunikation BK, Tel. 031 322 37 63",Bundeskanzlei,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-492.html
109,493,Von-Wattenwyl-Gespräche,Medienzentrum Bundeshaus; Konferenzsaal; Centre de presse du Palais fédéral; Salle de conférence Bern,Fr 16.11.2007 15:30,Medienkonferenz,"Hansruedi Moser, Leiter Information und Kommunikation BK, Tel. 031 322 37 63",Bundeskanzlei,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-493.html
110,501,"""Job-Passerelle"": Arbeitgeber engagieren sich für die Eingliederung behinderter Menschen",Medienzentrum Bern,Mo 07.05.2007 14:00 - 15:00,"Medienkonferenz; ""Job-Passerelle"": ein partnerschaftliches Projekt von Arbeitgebern, Behindertenorganisationen und der Invalidenversicherung zur Eingliederung behinderter Menschen","Hardi Gysin, Leiter Kommunikation BSV, Tel. 031 322 91 95",Bundesamt für Sozialversicherungen,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-501.html
111,507,Landschaft als Gesundheitsfaktor,"Hotel Kreuz, Zeughausgasse 41 3011 Bern",Di 22.05.2007 10:30,Medienkonferenz,"Raimund Rodewald, Geschäftsführer SL; Schwarzenburgstr. 11, 3007 Bern; Tel. 031 377 00 77, mailto:info@sl-fp.ch",Ärztinnen und Ärzte für Umweltschutz (AefU) und Stiftung Landschaftsschutz (SL),https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-507.html
112,509,Die sozialistische Verknöcherungspolitik gefährdet unsere Sozialwerke,Medienzentrum Bern,Mi 09.05.2007 10:00 - 11:00,Medienkonferenz,"Jérôme M. Weber, CVP Schweiz, Tel. 031 357 33 46",CVP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-509.html
113,510,Einladung zum Pressefrühstück - Sportförderung in Österreich und der Schweiz,"Österreichische Residenz, Kirchenfeldstrasse 84 3011 Bern",Mi 02.05.2007 09:00 - 10:00,"Medienstelle BASPO, Barbara Meier, Tel. 032 327 63 10, mailto:info@baspo.admin.ch",Bundesamt für Sport,"Attachments   Einladung an die Medien (PDF, 32 kB)",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-510.html
114,514,UNPA - Kampagne für eine Parlamentarische Versammlung bei den Vereinten Nationen,Medienzentrum Bern,Do 10.05.2007 11:00 - 12:00,Medienkonferenz,"Remo Gysin, Nationalrat SP und KDUN-Beirat, Tel. 079 756 68 36; Ruth Humbel, Nationalrätin CVP, Tel. 056 221 69 29; Andreas Bummel, Leiter KDUN, Tel. +49 (0)172 671 20 04; Kaspar Haller, Leiter Politik, Gesellschaft für bedrohte Völker, Tel. 079 825 76 84",NR Remo Gysin und weitere ParlamentarierInnen / Gesellschaft für bedrohte Völker Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-514.html
115,516,SVP-Feldwerbung für Millionen Flugpassagiere,Restaurant zur Au (Parkplatz) 8181 Höri ZH,Fr 04.05.2007 11:00,Pressekonferenz,"Roman S. Jäggi, Pressesprecher SVP",SVP/UDC,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-516.html
116,517,Prinz Albert II. von Monaco und Moritz Leuenberger besuchen die Universität Bern: Klima- und Umweltschutz stehen auf dem Programm,"Universität Bern, Sidlerstrasse 5 3012 Bern",Fr 04.05.2007 14:45 - 15:15,"Christoph Pappa, Generalsekretär der Universität Bern, Tel. 031 631 52 35","Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation","Attachments   Einladung an die Medien (PDF, 86 kB)",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-517.html
117,521,"Präsentation des Buches ""Changer d'Ere, pour un nouveau contrat gouvernemental""",Centre de presse du Palais fédéral Bern,Di 15.05.2007 14:00 - 15:00,Medienkonferenz,Alain Berset; Conseiller aux Etats; La Forge; 1782 Belfaux,Ständerat Alain Berset und Nationalrat Christian Levrat,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-521.html
118,526,Braucht die Eidgenossenschaft ein Berufsparlament?,"Käfigturm, Marktgasse 67 Bern",Di 08.05.2007 19:00,"Podiumsdiskussion im Rahmen der Ausstellung ""Bundesplatz 3""; Mit Mariangela Wallimann-Bornatico, Generalsekretärin der Bundesversammlung; Max Binder, Nationalrat SVP; Moderation: Rolf Camenzind, Radio DRS","Polit-Forum Käfigturm, Tel. 031 322 75 00",Polit-Forum Käfigturm,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-526.html
119,529,Konkordanz,Medienzentrum Bern,Mo 07.05.2007 09:30,Medienkonferenz,"Christian Weber, Pressechef FDP Schweiz, Tel. 031 320 35 35",FDP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-529.html
120,531,Österreichischer Vizekanzler Wilhelm Molterer zu Besuch bei Bundesrat Merz,Landgut Lohn 3122 Kehrsatz,Do 10.05.2007 15:00,Point de presse,"Kommunikation EFD, Tel. 031 322 60 33",Eidgenössisches Finanzdepartement,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-531.html
121,532,"""Gleichheit, Freiheit, Grundversorgung"": Bundesrat Moritz Leuenberger spricht über den Service Public","Hotel Allegro, Kursaal Bern, Kornhausstrasse 3 3013 Bern",Di 08.05.2007 19:00,Auf Einladung der Neuen Helvetischen Gesellschaft hält Bundesrat Moritz Leuenberger ein Grundsatzreferat über die Bedeutung der Grundversorgung in der Schweiz.,"Presse- und Informationsdienst UVEK, Tel. 031 322 55 11","Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-532.html
122,533,Die schweizerische Umweltpolitik auf dem Prüfstand der OECD,Restaurant Schwellenmätteli; Dalmaziquai 11 3011 Bern,Fr 11.05.2007 10:00 - 11:00,"Pressekonferenz mit: Lorents G. Lorentsen, Direktor der Umweltdirektion der OECD; Bundesrat Moritz Leuenberger, Vorsteher des UVEK","Elisabeth Maret, Informationsbeauftragte BAFU, Tel. 031 323 28 69",Bundesamt für Umwelt BAFU,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-533.html
123,536,ZEB: Zukünftige Entwicklung der Bahninfrastruktur oder Zugverkehr mit Engpässen und Behinderungen?,Hotel Bellevue Palace; Kochergasse 3 - 5 3011 Bern,Di 05.06.2007 18:30 - 20:00,Podiumsveranstaltung für Parlamentarierinnen und Parlamentarier,"Staatskanzlei Basel-Stadt; Frau Alexia Ron-Dürring; Tel. 061 267 66 04, mailto:alexia.ron-duerring@bs.ch","Kantone BE, SO, BS, BL, AG und JU",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-536.html
124,537,Verkehrskonzept der Schweiz für die UEFA EURO 08,Medienzentrum Bern,Do 31.05.2007 11:00,Pressekonferenz,Christoph Neuhaus; Kommunikationsverantwortlicher; Projektorganisation Öffentliche Hand UEFA EURO 2008; christoph.neuhaus@baspo.admin.ch; 079 678 97 23; www.switzerland.com,Bundesamt für Sport,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-537.html
125,538,Bürgerrecht und Masseneinbürgerungen,Medienzentrum Bern,Mo 21.05.2007 15:30 - 16:30,Medienkonferenz,"Roman S. Jäggi, Pressesprecher SVP",SVP/UDC,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-538.html
126,539,Medienkonferenz Sport und Wirtschaft,Bundesamt für Sport; Hochschule Hauptgebäude Magglingen,Fr 11.05.2007 10:20,Resultate der aktualisierten Studie zu den wirtschaftlichen Effekten der UEFA EURO 2008 in der Schweiz,"Béatrice Wertli, Leiterin Kommunikation BASPO, Tel. 076 319 30 47; Barbara Meier, Information BASPO, Tel. 079 244 66 65",Bundesamt für Sport,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-539.html
127,540,"""Der Engpass auf der West-Ost-Achse der SBB am Bielersee muss beseitigt werden""",Café Fédéral; Bärenplatz 11 3011 Bern,Fr 18.05.2007 10:00,Medienkonferenz,Monique Tschäppät; Gebel - Büro für Öffentlichkeitsarbeit; M. Chipotstrasse 15; 2501 Biel; Tel. 032 321 91 55,Verein seeland.biel/bienne,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-540.html
128,542,Status national und international in der Streubomben-Debatte,Medienzentrum Bern,Di 22.05.2007 13:30 - 14:30,Medienkonferenz; 05.452 Pa.Iv. Dupraz. Revision des Bundesgesetzes über das Kriegsmaterial,"Ueli Anken, Handicap International, Tel. 079 638 10 78",Überparteiliches Komitee für das Verbot von Streubomben,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-542.html
129,543,Die EVP im Wahlkampf 2007,Medienzentrum Bern,Mo 18.06.2007 10:30,Medienkonferenz,"Niklaus Hari, Leiter Kommunikation EVP Schweiz, Tel. 079 202 72 27, mailto:niklaus.hari@evppev.ch",EVP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-543.html
130,544,Rating Arbeitsbedingungen im Detailhandel,Hotel Bern; Zeughausgasse 9 3011 Bern,Fr 06.07.2007 10:00 - 11:00,Medienkonferenz; In einem ersten Teil gibt Unia einen Überblick über die weiteren GAV-Perspektiven im Detailhandel. In einem zweiten Teil stellt die Firma inrate ein im Auftrag der Unia erstelltes Benchmarking über die Arbeitsbedingungen der grossen Detailhändler in der Schweiz vor,"Nico Lutz, Gewerkschaft Unia, Co-Leiter Abteilung Kommunikation und Kampagnen; Tel. 031 350 22 98, Mobile 076 330 82 07, mailto:nico.lutz@unia.ch",Gewerkschaft Unia,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-544.html
